#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
A04089	14523	1983-116	PXAH-S-     	IECM	IECM	1983 Nov 28	A03743	1983 Nov 28 1729	Earth	1983 Dec  8 2347	AL IN	-	MSFC	US	MSFC	IECM	-	     360 	 	    360 	 	       0 	 	   0.6 	?	  0.6 	?	    0.6 	?	Box	1983 Nov 30	     239	 	     251	 	 57.02 	 	LLEO/I	-	-
A04090	NNA A	1985-039	C AMR       	SpK TDU	11D864	1985 May 23	A04091	1985 Jun 21 1047	Earth	1985 Aug  5 0900?	AR	-	MOM	SU	TSSKB	SpK TDU	-	      52 	 	     10 	?	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Sphere + Cone	1985 Jul 25	     176	 	     285	 	 64.69 	 	LLEO/I	-	-
A04091	NNA A	1985-039	PXART--     	Spuskaemaya Kapsula	SpK	1985 May 23	S15734	1985 Jun 21 1047	Earth	1985 Aug  5 0900?	AR	-	MOM	SU	TSSKB	SpK	11D864	     200 	?	     50 	?	       0 	?	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1985 Jul 25	     176	 	     285	 	 64.69 	 	LLEO/I	-	-
A04092	NNA A	1985-039	C AMR       	Agregatniy otsek	AO-PO	1985 May 23	S15734	1985 Jun 21 1047	Earth	1985 Aug  5 0900?	AR	-	MOM	SU	TSSKB	Yantar' AO	-	    3210 	?	   2310 	?	       0 	?	   2.6 	 	  2.7 	 	    2.7 	?	Trunc Cone + 2 Pan	1985 Jul 25	     176	 	     285	 	 64.69 	 	LLEO/I	-	-
A04093	NNA R	1985-046	C  MR       	Priborniy otsek	PO	1985 Jun 13	S15818	1985 Jun 27 0627?	Earth	1985 Jun 27 0642?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jun 27	     -74	 	     402	 	 72.90 	 	SO	-	-
A04094	15873	1985-055	C AM        	Intelsat V AKM	Star 37XF S/N 19117-6	1985 Jun 30	S15873	1985 Jul  1 1403?	Earth	-	AO	-	INTEL	I-INT	THKE	Star 37	-	     924 	 	     67 	 	       0 	 	   1.5 	 	  0.9 	 	    1.5 	 	Ell + Cone	1985 Jul  1	   34400	 	   35773	 	  0.11 	 	GEO/D	-	-
A04095	15875	1985-056	C AMD       	Mage 1S	Mage 1S	1985 Jul  2	S15875	1985 Jul  3 1923	Earth	1985 Jul  4 0333?	DSA	D00667	ESA	I-ESA	SEP	Mage	-	     413 	 	     39 	 	       0 	 	   1.3 	 	  0.8 	 	    1.3 	 	Cyl + Cone	1985 Jul  2	     202	 	   35807	 	  6.99 	 	GTO	-	-
A04096	NNA R	1985-052	C  MR       	Priborniy otsek	PO	1985 Jun 21	S15840	1985 Jul  5 0412?	Earth	1985 Jul  5 0422?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3300 	 	   2950 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jul  5	    -159	 	     261	 	 82.34 	 	SO	-	-
A04097	NNA R	1985-054	C  MR       	Priborniy otsek	PO	1985 Jun 26	S15860	1985 Jul  5 0735?	Earth	1985 Jul  5 0742?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jul  5	    -214	 	     260	 	 72.84 	 	SO	-	-
A04098	NNA R	1985-059	C  MR       	Priborniy otsek	PO	1985 Jul 10	S15891	1985 Jul 17 0026?	Earth	1985 Jul 17 0032?	D	-	MOM	SU	TSSKB	Zenit PO	-	    2600 	?	   2600 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jul 17	    -198	 	     242	 	 82.35 	 	SO	-	-
A04099	NNA R	1985-057	C  MR       	Priborniy otsek	PO	1985 Jul  3	S15877	1985 Jul 17 0642?	Earth	1985 Jul 17 0649?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jul 17	    -172	 	     265	 	 72.89 	 	SO	-	-
A04100	NNA	1984-088	C  V        	IRM Ba Canister 7	IRM Canister	1984 Aug 16	S15200	1985 Jul 18 0400	Earth	-	O	-	DFVLR	D	MPE	IRM Canister	-	      23 	 	     10 	 	       0 	 	   0.5 	 	  0.2 	 	    0.5 	 	Cyl	1985 Jul 18	     401	 	  113808	 	 27.00 	 	VHEO	-	-
A04101	NNA	1984-088	C  V        	IRM Ba Canister 8	IRM Canister	1984 Aug 16	S15200	1985 Jul 18 0400	Earth	-	O	-	DFVLR	D	MPE	IRM Canister	-	      23 	 	     10 	 	       0 	 	   0.5 	 	  0.2 	 	    0.5 	 	Cyl	1985 Jul 18	     401	 	  113808	 	 27.00 	 	VHEO	-	-
A04102	NNA E	1985-062	CP E        	Orlan DM-8	Orlan-DM No. 8	1985 Jul 19	S15918	1985 Jul 21 1505	Earth	1985 Jul 21 1505	TFR	S13138	MOM	SU	ZVEZ	Orlan-DM	-	     105 	 	    105 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Jul 21	     354	 	     357	 	 51.65 	 	LLEO/I	-	-
A04103	NNA E	1985-062	CP E        	Orlan DM-10	Orlan-DM No. 10	1985 Jul 19	S15918	1985 Jul 21 1505	Earth	1985 Jul 21 1505	TFR	S13138	MOM	SU	ZVEZ	Orlan-DM	-	     105 	 	    105 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Jul 21	     354	 	     357	 	 51.65 	 	LLEO/I	-	-
A04104	NNA R	1985-060	C  MR       	Priborniy otsek	PO	1985 Jul 15	S15906	1985 Jul 29 0328?	Earth	1985 Jul 29 0335?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Jul 29	    -180	 	     253	 	 70.40 	 	SO	-	-
A04105	NNA S	1985-063	R2  S       	ET-19	ET	1985 Jul 29	-	1985 Jul 29 2109:42	Earth	1985 Jul 29 2203	S	48.9S 159.1E F	MSFC	US	MMMI	ET	-	   29950 	 	  29950 	 	   29950 	 	  46.9 	 	  8.4 	 	   46.9 	 	Cyl + Cone	1985 Jul 29	       5	 	     264	 	 49.50 	 	TA	-	-
A04106	15925	1985-063	PXAS-S-     	Spacelab 2 Pallet 1	PLT F004/IGLOO CD	1985 Jul 29	S15925  5-6? 	1985 Jul 29 2234	Earth	1985 Aug  6 1945	AL	-	MSFC	US	BAES	PLT	-	    4481 	 	   4481 	 	       0 	 	   3.0 	?	  4.5 	 	    4.5 	 	Pallet+Cyl	1985 Jul 31	     311	 	     320	 	 49.48 	 	LLEO/I	-	SL 2 FWD:P,PLT MD002:P
A04107	15925	1985-063	PXAS-S-     	Spacelab 2 Pallet 2	PLT F005	1985 Jul 29	S15925  8-9? 	1985 Jul 29 2234	Earth	1985 Aug  6 1945	AL	-	MSFC	US	BAES	PLT	-	    2031 	 	   2031 	 	       0 	 	   2.0 	 	  4.5 	 	    4.5 	 	Pallet	1985 Jul 31	     311	 	     320	 	 49.48 	 	LLEO/I	-	SL 2 MID:P,PLT MD003:P
A04108	15925	1985-063	PXAS-S-     	Spacelab 2 Pallet 3	PLT F003	1985 Jul 29	S15925  10-1 	1985 Jul 29 2234	Earth	1985 Aug  6 1945	AL	-	MSFC	US	BAES	PLT	-	    2750 	 	   2750 	 	       0 	 	   2.0 	 	  4.5 	 	    4.5 	 	Pallet	1985 Jul 31	     311	 	     320	 	 49.48 	 	LLEO/I	-	SL 2 AFT:P
A04109	15925	1985-063	PXAH-S-     	IECM	IECM	1985 Jul 29	S15925	1985 Jul 29 2326	Earth	1985 Aug  6 1945	AL	-	MSFC	US	MSFC	IECM	-	     693 	 	    693 	 	       0 	 	   0.6 	?	  0.6 	?	    0.6 	?	Box	1985 Aug  2	     308	 	     321	 	 49.49 	 	LLEO/I	-	-
A04110	15925	1985-063	PXAH-S-     	CRNE	CRNE	1985 Jul 29	S15925  12-3 	1985 Jul 29 2234	Earth	1985 Aug  6 1945	AL	-	MSFC	US	-	CRNE	-	    1784 	 	   1784 	 	       0 	 	   3.7 	 	  2.8 	 	    3.7 	 	Ell	1985 Jul 31	     311	 	     320	 	 49.48 	 	LLEO/I	-	-
A04111	15925	1985-063	C AH-S      	RMS 302	RMS	1985 Jul 29	S15925  PS   	1985 Jul 29 2326	Earth	1985 Aug  6 1945	AL	-	JSC	US	SPAR	RMS	-	     410 	 	    410 	 	       0 	 	  15.0 	 	  0.3 	 	   15.0 	 	Cyl	1985 Aug  2	     308	 	     321	 	 49.49 	 	LLEO/I	-	-
A04112	15925	1985-063	CPIH-S      	EMU 1064/PLSS 1010	STS-51F EV1	1985 Jul 29	S15925  AL   	1985 Jul 29 2326	Earth	1985 Aug  6 1945	AL IN	-	JSC	US	HASTD	EMU	-	     130 	 	    130 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Aug  2	     308	 	     321	 	 49.49 	 	LLEO/I	-	-
A04113	15925	1985-063	CPIH-S      	EMU 1065/PLSS 1007	STS-51F EV2	1985 Jul 29	S15925  AL   	1985 Jul 29 2326	Earth	1985 Aug  6 1945	AL IN	-	JSC	US	HASTD	EMU	-	     130 	 	    130 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Aug  2	     308	 	     321	 	 49.49 	 	LLEO/I	-	-
A04114	NNA S	1985-064	R2  S       	Tsiklon-2 99-804 Stage 2	11S692	1985 Aug  1	L62276	1985 Aug  1 0540	Earth	1985 Aug  1 0600?	S	-	GUKOS	SU	YUZH	11S692	-	    4800 	 	   4800 	 	    4800 	 	  10.1 	 	  3.0 	 	   10.1 	 	Cyl	1985 Aug  1	    -800	?	     250	?	 65.00 	 	SO	U	-
A04115	NNA	1985-067A	PX-S---     	MKA?	Kosmos-1672 subsatellite?	1985 Aug  7	S15940	1985 Aug  7?	Earth	1985 Aug  8?	R	-	MOM	SU	TSSKB	-	-	       5 	?	      5 	?	       5 	?	   0.2 	 	  0.2 	 	    0.2 	 	Sphere?	1985 Aug  7	     186	?	     259	?	 82.30 	 	LLEO/I	-	-
A04116	NNA R	1985-065	C  MR       	Priborniy otsek	PO	1985 Aug  2	S15931	1985 Aug 16 0626?	Earth	1985 Aug 16 0633?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Aug 16	    -165	 	     263	 	 72.00 	 	SO	-	-
A04117	NNA R	1985-067	C  MR       	Priborniy otsek	PO	1985 Aug  7	S15940	1985 Aug 21 0614?	Earth	1985 Aug 21 0624?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3300 	 	   2950 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Aug 21	    -161	 	     263	 	 82.33 	 	SO	-	-
A04118	NNA S	1985-075	R2  S       	Tsiklon-2 99-803 Stage 2	11S692	1985 Aug 23	L62337	1985 Aug 23 2237	Earth	1985 Aug 23 2257?	S	-	GUKOS	SU	YUZH	11S692	-	    4800 	 	   4800 	 	    4800 	 	  10.1 	 	  3.0 	 	   10.1 	 	Cyl	1985 Aug 23	    -800	?	     250	?	 65.00 	 	SO	U	-
A04119	NNA S	1985-076	R2  S       	ET-21	ET	1985 Aug 27	-	1985 Aug 27 1106:29	Earth	1985 Aug 27 1217	S	11.5N 157.5W C	MSFC	US	MMMI	ET	-	   29950 	 	  29950 	 	   29950 	 	  46.9 	 	  8.4 	 	   46.9 	 	Cyl + Cone	1985 Aug 27	      63	 	     351	 	 28.50 	 	TA	-	-
A04120	15992	1985-076	C AA-S      	Nozzle Cover APC	Leasat Salvage/APC	1985 Aug 27	S15992  1S   	1985 Sep  1 1200?	Earth	1985 Sep  3 1315	AL	-	JSC	US	-	APC	-	     160 	?	    160 	?	       0 	 	   0.5 	?	  1.0 	?	    1.0 	?	Pan	1985 Sep  1	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04121	15992	1985-076	C TF-S      	Leasat Nozzle Cover	Leasat Salvage	1985 Aug 27	A04120	1985 Sep  1 1310?	Earth	1985 Sep  1 1327?	ATT	S15643	JSC	US	-	-	-	      26 	?	     26 	?	       0 	 	   0.5 	?	  1.0 	?	    1.0 	?	Disk	1985 Sep  1	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04122	15992	1985-076	C AA-S      	LESA	Leasat Equipment Stow. Assy.	1985 Aug 27	S15992  3S   	1985 Aug 31 1600?	Earth	1985 Sep  3 1315	AL	-	JSC	US	-	GABA	-	     200 	 	    200 	 	       0 	 	   2.3 	 	  1.4 	 	    2.3 	 	Pan + Disk	1985 Sep  1	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04123	15992	1985-076	C AA-S      	BSA	Bar Stowage Assembly	1985 Aug 27	S15992  4S   	1985 Aug 31 1600?	Earth	1985 Sep  3 1315	AL	-	JSC	US	-	GABA	-	     204 	 	    204 	 	       0 	 	   1.8 	 	  1.7 	 	    1.8 	 	Pan + Bar	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04124	15992	1985-076	C AA-S      	PFR Workstation Stanchion	PFR-WSS	1985 Aug 27	A04123	1985 Aug 31 1220?	Earth	1985 Sep  3 1315	AL	-	JSC	US	-	-	-	       8 	 	      8 	 	       0 	 	   1.1 	 	  0.7 	 	    1.1 	 	Truss	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04125	NNA C	1985-076	C TH-S      	Leasat Capture Bar 1	-	1985 Aug 27	A04123	1985 Aug 31 1250?	Earth	1985 Aug 31 1400?	ATT	S15643	JSC	US	-	-	-	      12 	 	     12 	 	       0 	 	   1.5 	 	  0.4 	 	    1.5 	 	Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04126	15992	1985-076	C AH-S      	Leasat Capture Bar 2	-	1985 Aug 27	A04123	1985 Aug 31 1250?	Earth	1985 Sep  3 1315	AL	-	JSC	US	-	-	-	      12 	 	     12 	 	       0 	 	   1.5 	 	  0.4 	 	    1.5 	 	Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04127	NNA C	1985-076	C TH-S      	Leasat Grapple Bar	-	1985 Aug 27	A04123	1985 Aug 31 1257	Earth	1985 Aug 31 1428	ATT	S15643	JSC	US	-	-	-	      26 	 	     26 	 	       0 	 	   1.5 	 	  0.4 	 	    1.5 	 	Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04128	NNA C	1985-076	C TH-S      	Leasat Handling Bar	-	1985 Aug 27	A04123	1985 Aug 31 1250?	Earth	1985 Aug 31 1400?	ATT	S15643	JSC	US	-	-	-	       7 	 	      7 	 	       0 	 	   1.5 	 	  0.2 	 	    1.5 	 	Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04129	NNA C	1985-076	C TH-S      	Leasat Spinup Bar	-	1985 Aug 27	A04123	1985 Sep  1 1230?	Earth	1985 Sep  1 1436	ATT	S15643	JSC	US	-	-	-	       4 	 	      4 	 	       0 	 	   1.5 	 	  0.4 	 	    1.5 	 	Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04130	15992	1985-076	C AH-S      	MFR	Manipulator Foot Restraint	1985 Aug 27	S15992  4P   	1985 Aug 31 1600?	Earth	1985 Sep  3 1315	AL	-	JSC	US	JSC	APC	-	      50 	 	     50 	 	       0 	 	   0.5 	 	  0.5 	 	    0.5 	 	Plate + Rod	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04131	15992	1985-076	C AV-S      	PAM-D ASE	PAM-D ASE	1985 Aug 27	S15992  7-8  	1985 Aug 27 1232	Earth	1985 Sep  3 1315	AL	-	JSC	US	MDAC	PAM ASE	-	    1100 	?	   1100 	?	       0 	 	   2.5 	 	  4.5 	 	    4.5 	 	Pallet	1985 Aug 27	     350	 	     367	 	 28.55 	 	LLEO/I	-	-
A04132	15993	1985-076	C AM        	Star 30BP	TE-M-700-17	1985 Aug 27	S15993	1985 Aug 30 0552	Earth	-	AO	-	AUSS	AU	THKE	Star 30	-	     543 	 	     33 	 	       0 	 	   1.5 	 	  0.8 	 	    1.5 	 	Ell + Cone	1985 Aug 30	   29254	 	   36278	 	  0.90 	 	MEO	-	-
A04133	15992	1985-076	C AV-S      	PAM-D ASE	PAM-D ASE	1985 Aug 27	S15992  9-10 	1985 Aug 27 2207	Earth	1985 Sep  3 1315	AL	-	JSC	US	MDAC	PAM ASE	-	    1100 	?	   1100 	?	       0 	 	   2.5 	 	  4.5 	 	    4.5 	 	Pallet	1985 Aug 27	     350	 	     367	 	 28.55 	 	LLEO/I	-	-
A04134	15994	1985-076	C AM        	Star 30C	TE-M-700-18	1985 Aug 27	S15994	1985 Aug 31 1729	Earth	-	AO	-	CONT	US	THKE	Star 30	-	     629 	 	     34 	 	       0 	 	   1.5 	 	  0.8 	 	    1.5 	 	Ell + Cone	1985 Aug 31	   36043	 	   36931	 	  0.93 	 	GEO/D	-	-
A04135	NNA	1985-076	C  A        	Solar array restraint cable	ASC 1 cable	1985 Aug 27	S15994	1985 Sep  1?	Earth	-	O	-	CONT	US	RCA	-	-	       1 	?	      1 	?	       0 	?	   1.0 	?	  0.1 	?	    1.0 	?	Cable	1985 Sep  1	   36043	 	   36931	 	  0.93 	 	GEO/D	-	-
A04136	15992	1985-076	C AV-S      	Leasat Cradle	Syncom ASE	1985 Aug 27	S15992  12-3 	1985 Aug 29 1048	Earth	1985 Sep  3 1315	AL	-	JSC	US	BAES	Syncom ASE	-	     820 	 	    820 	 	       0 	 	   1.0 	 	  4.3 	 	    4.3 	 	Truss	1985 Aug 29	     351	 	     395	 	 28.55 	 	LLEO/I	-	-
A04137	15992	1985-076	C AH-S      	RMS 301	RMS	1985 Aug 27	S15992  PS   	1985 Aug 27 1232	Earth	1985 Sep  3 1315	AL	-	JSC	US	SPAR	RMS	-	     410 	 	    410 	 	       0 	 	  15.0 	 	  0.3 	 	   15.0 	 	Cyl	1985 Aug 27	     350	 	     367	 	 28.55 	 	LLEO/I	-	-
A04138	NNA E	1985-076	CP E-S      	EMU 1067/PLSS 1006	STS-51I EVA-1 EV1	1985 Aug 27	S15992  AL   	1985 Aug 27 1232	Earth	1985 Aug 31 1212	EVA DP	S15992	JSC	US	HASTD	EMU	-	     130 	 	    130 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04139	NNA E	1985-076	CP E-S      	EMU 1066/PLSS 1003	STS-51I EVA-1 EV2	1985 Aug 27	S15992  AL   	1985 Aug 27 1232	Earth	1985 Aug 31 1212	EVA DP	S15992	JSC	US	HASTD	EMU	-	     130 	 	    130 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04140	15992	1985-076	CPIH-S      	EMU 1068/PLSS 1009	STS-51I BU	1985 Aug 27	S15992  AL   	1985 Aug 31 1212	Earth	1985 Sep  3 1315	AL IN	-	JSC	US	HASTD	EMU	-	     130 	 	    130 	 	       0 	 	   2.0 	 	  0.5 	 	    2.0 	 	Suit	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04141	NNA C	1985-076	C TH-S      	Spun Bypass Unit	-	1985 Aug 27	S15992  AL?  	1985 Aug 31 1530?	Earth	1985 Aug 31 1626?	ATT	S15643	JSC	US	-	-	-	       5 	 	      5 	 	       0 	 	   0.5 	 	  0.5 	 	    0.5 	 	Box	1985 Aug 31	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04142	15992	1985-028	C TF-S      	Leasat Nozzle Cover	Leasat old cover	1985 Apr 12	S15643	1985 Sep  1 1320?	Earth	1985 Sep  1 1340?	ATT	A04120	JSC	US	-	-	-	      26 	?	     26 	?	       0 	 	   0.5 	?	  1.0 	?	    1.0 	?	Disk	1985 Sep  1	     313	 	     448	 	 28.53 	 	LLEO/I	-	-
A04143	NNA R	1985-072	C  MR       	SpK TDU	11D864	1985 Aug 16	A04144	1985 Sep  5 0715?	Earth	1985 Sep  5 0725?	D	-	MOM	SU	TSSKB	SpK TDU	-	      52 	 	     10 	?	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Sphere + Cone	1985 Sep  5	    -696	 	     269	 	 67.16 	 	SO	-	-
A04144	NNA T	1985-072	PX-RT--     	Spuskaemaya Kapsula	SpK-1	1985 Aug 16	S15959	1985 Sep  5 0715?	Earth	1985 Sep  5 0737?	L	-	MOM	SU	TSSKB	SpK	11D864	     200 	?	     50 	?	       0 	?	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1985 Sep  5	     175	 	     348	 	 67.16 	 	LLEO/I	-	-
A04145	NNA R	1985-077	C  MR       	Priborniy otsek	PO	1985 Aug 29	S15997	1985 Sep 12 0642?	Earth	1985 Sep 12 0652?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3300 	 	   2950 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Sep 12	    -160	 	     264	 	 82.32 	 	SO	-	-
A04146	NNA R	1985-078	C  MR       	SpK TDU	11D864	1985 Aug 29	A04147	1985 Sep 18 0601?	Earth	1985 Sep 18 0611?	D	-	MOM	SU	TSSKB	SpK TDU	-	      52 	 	     10 	?	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Sphere + Cone	1985 Sep 18	    -676	 	     201	 	 64.86 	 	SO	-	-
A04147	NNA T	1985-078	PX-RT--     	Spuskaemaya Kapsula	SpK	1985 Aug 29	S15999	1985 Sep 18 0601?	Earth	1985 Sep 18 0622?	L	-	MOM	SU	TSSKB	SpK	11D864	     200 	?	     50 	?	       0 	?	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1985 Sep 18	     169	 	     307	 	 64.86 	 	LLEO/I	-	-
A04148	NNA R	1985-080	C  MR       	Priborniy otsek	PO	1985 Sep  6	S16018	1985 Sep 19 0659?	Earth	1985 Sep 19 0705?	D	-	MOM	SU	TSSKB	Zenit PO	-	    3200 	 	   2850 	?	       0 	 	   2.5 	 	  2.4 	 	    2.5 	 	DCone	1985 Sep 19	    -211	 	     214	 	 82.32 	 	SO	-	-
A04149	NNA R	1985-068	C  MR       	Agregatniy otsek	AO-PO	1985 Aug  8	S15942	1985 Sep 19 2049?	Earth	1985 Sep 19 2108?	D	-	MOM	SU	TSSKB	Yantar' AO	-	    3210 	?	   2310 	?	       0 	?	   2.6 	 	  2.7 	 	    2.7 	?	Trunc Cone	1985 Sep 19	    -181	 	     262	 	 64.79 	 	SO	-	-
A04150	NNA R	1985-068	C  TR       	Solnechnaya Batareya	Solar panel module	1985 Aug  8	S15942	1985 Sep 19 2049?	Earth	1985 Sep 19 2108?	D	-	MOM	SU	TSSKB	Zenit SB	-	     370 	 	    370 	 	       0 	 	   0.6 	 	  0.4 	 	    8.0 	 	Cone + 2 Pan	1985 Sep 19	    -181	 	     262	 	 64.79 	 	SO	-	-
A04151	NNA R	1985-072	C  MR       	SpK TDU	11D864	1985 Aug 16	A04152	1985 Sep 25 0059?	Earth	1985 Sep 25 0109?	D	-	MOM	SU	TSSKB	SpK TDU	-	      52 	 	     10 	?	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Sphere + Cone	1985 Sep 25	    -695	 	     239	 	 67.15 	 	SO	-	-
A04152	NNA T	1985-072	PX-RT--     	Spuskaemaya Kapsula	SpK-2	1985 Aug 16	S15959	1985 Sep 25 0059?	Earth	1985 Sep 25 0121?	L	-	MOM	SU	TSSKB	SpK	11D864	     200 	?	     50 	?	       0 	?	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1985 Sep 25	     172	 	     321	 	 67.15 	 	LLEO/I	-	-
A04153	NNA R	1985-043	C  MR       	Soyuz T-13 PAO	Priborno-agregatniy otsek	1985 Jun  6	S15804	1985 Sep 26 0925?	Earth	1985 Sep 26 0930?	D	-	MOM	SU	NPOE	Soyuz PAO	-	    2750 	 	   2050 	 	       0 	 	   2.3 	 	  2.2 	 	    9.4 	 	Cyl + 2 Pan	1985 Sep 26	     -36	 	     337	 	 51.63 	 	SO	-	-
A04154	16095	1985-086A	PPA         	NM74P	TKS VA No. 0103/8	1985 Sep 27	S16095	1985 Sep 27	Earth	1991 Feb  7	AR	-	MOM	SU	ZIKH	TKS VA	-	    4250 	?	   4250 	?	    4250 	?	   3.6 	?	  4.1 	 	    4.1 	 	Trunc Cone	1985 Oct 27	     338	 	     375	 	 51.58 	 	LLEO/I	-	-
A04155	16101	1985-087	C AM        	Intelsat V AKM	Star 37XF S/N 19122-6	1985 Sep 28	S16101	1985 Oct  1 1000?	Earth	-	AO	-	INTEL	I-INT	THKE	Star 37	-	     924 	 	     67 	 	       0 	 	   1.5 	 	  0.9 	 	    1.5 	 	Ell + Cone	1985 Oct  1	   34774	 	   35803	 	  0.20 	 	GEO/D	-	-
A04156	16107	1985-089	PXAC---     	Kosmos-1688 SS 1	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
A04157	16107	1985-089	PXAC---     	Kosmos-1688 SS 2	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
A04158	16107	1985-089	PXAC---     	Kosmos-1688 SS 3	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
A04159	16107	1985-089	PXAC---     	Kosmos-1688 SS 4	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
A04160	16107	1985-089	PXAC---     	Kosmos-1688 SS 5	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
A04161	16107	1985-089	PXAC---     	Kosmos-1688 SS 6	ESO	1985 Oct  2	S16107	1985 Oct  2 0916?	Earth	1988 Jul  2	AR	-	PVO	SU	YUZH	ESO	-	       5 	?	      5 	?	       0 	 	   0.2 	?	  0.2 	?	    0.2 	?	Sphere	1985 Oct  2	     346	 	     547	 	 50.67 	 	LLEO/I	-	-
