#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
F01517	NSO	2017-F05	P   F       	Lemur-2-SMillie-Face	Lemur FM64	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	SPIRE	US	SPIREG	Cubesat 3U	-	       4.600	 	      4.600	 	       4.600	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01518	NSO	2017-F05	P   F       	Lemur-2-NRE-Metts	Lemur FM65	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	SPIRE	US	SPIREG	Cubesat 3U	-	       4.600	 	      4.600	 	       4.600	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01519	NSO	2017-F05	P   F       	Lemur-2-CylonRaider	Lemur FM66	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	SPIRE	US	SPIREG	Cubesat 3U	-	       4.600	 	      4.600	 	       4.600	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01520	NSO	2017-F05	P   F       	Lemur-2-Ector	Lemur FM67	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	SPIRE	US	SPIREG	Cubesat 3U	-	       4.600	 	      4.600	 	       4.600	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01521	NSO	2017-F05	P   F       	Lemur-2-Craig	Lemur FM68	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	SPIRE	US	SPIREG	Cubesat 3U	-	       4.600	 	      4.600	 	       4.600	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01522	NSO	2017-F05	P   F       	SEAM	SEAM	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	KTH	S	KTH	Cubesat 3U	-	       4.700	 	      4.700	 	       4.700	 	   0.3 	 	  0.1 	 	    2.0 	 	Box	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01523	NSO	2017-F05	P   F       	D-Star One	D-Star One	2017 Nov 28	F01504	2017 Nov 28 0551	Earth	2017 Nov 28 0606?	S	-	GOS	D	GOS	Cubesat 3U	-	       3 	 	      3 	 	       3 	 	   0.3 	 	  0.1 	 	    1.0 	 	Box + Ant	2017 Nov 28	    -580	?	     202	?	 97.40 	 	SO	-	-
F01524	NSO	2017-F02	P   F       	Humanity Star	Humanity Star 1	2017 May 25	F01489	2017 May 25	Earth	2017 May 25	AS	-	RLABN	NZ	RLABN	Beck Star	-	      20 	?	     20 	?	      20 	?	   1.0 	?	  1.0 	?	    1.0 	?	Polyhedron	2017 May 25	   -4000	?	     224	?	 90.00 	?	SO	U	-
F01525	NSO	2018-F01	R3          	Soyuz-FG No. 062 Blok-I	11S510	2018 Oct 11	L79901	2018 Oct 11 0842:17	Earth	2018 Oct 11 0845?	AS	-	VVKOV	RU	PROGT	Blok-I	-	    2350 	 	   2350 	 	    2350 	 	   6.7 	 	  2.7 	 	    6.7 	 	Cyl	2018 Oct 11	   -6180	?	      70	?	 51.60 	 	ATM	-	-
F01526	NSO	2018-F01	PH-HFV-     	Soyuz MS-10	Soyuz 11F732A48 No. 740	2018 Oct 11	F01528	2018 Oct 11 0842:22	Earth	2018 Oct 11 0859:56	L	68.01E 47.59N	RKKE	RU	RKKE	7K-S A48	SA	    2876 	 	   2876 	 	    7218 	 	   7.9 	 	  2.7 	 	   10.6 	 	Cyl + Cone + Sphere + 2 Pan	2018 Oct 11	   -6180	?	      93	 	 51.60 	 	SO	-	-
F01527	NSO	2018-F01	C S-RI-     	Soyuz MS-10 BO	Bitovoy otsek	2018 Oct 11	F01526	2018 Oct 11 0843:04	Earth	2018 Oct 11 0846?	S	-	RKKE	RU	PROGT	Soyuz BO	-	    1331 	 	   1331 	 	       0 	 	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	2018 Oct 11	   -6180	?	      93	 	 51.60 	 	SO	-	-
F01528	NSO	2018-F01	C SMRI-     	Soyuz MS-10 PAO	Priborno-agregatniy otsek	2018 Oct 11	F01525	2018 Oct 11 0842:17	Earth	2018 Oct 11 0845?	AS	-	RKKE	RU	PROGT	Soyuz PAO	-	    3011 	 	   2131 	 	       0 	 	   2.3 	 	  2.2 	 	   10.6 	 	Cyl + 2 Pan	2018 Oct 11	   -6180	?	      70	?	 51.60 	 	ATM	-	-
F01529	NSO	2018-F02	R3     *    	ZQ-1 Stage 3	ZQ-1 Stage 3	2018 Oct 27	R78482	2018 Oct 27 0806	Earth	2018 Oct 27 0815?	S	-	LANDSP	CN	LSPHZ	ZQ-1-3	-	     500 	?	    500 	?	     500 	?	   2.0 	 	  1.350	 	    2.0 	?	Cyl	2018 Oct 27	   -3090	?	     334	 	 97.50 	 	SO	-	-
F01530	NSO	2018-F02	P           	Weilai	Weilai hao weixing	2018 Oct 27	F01529	2018 Oct 27 0806	Earth	2018 Oct 27 0815?	AS	-	WEINA	CN	WEINA	MN10	-	      20 	?	     20 	?	      20 	?	   0.3 	 	  0.3 	 	    1.0 	 	Box + 2 pan	2018 Oct 27	   -3090	?	     334	 	 97.50 	 	SO	-	-
F01531	NSO	2019-F01	R3     *    	Simorgh Stage 3	Saman-1	2019 Jan 15	R78612	2019 Jan 15 0032?	Earth	2019 Jan 15 0050?	S	-	IRSA	IR	IRSA	Saman-1	-	     500 	 	    300 	 	     500 	 	   1.0 	?	  0.5 	 	    1.0 	?	Cyl-cone	2019 Jan 15	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01532	NSO	2019-F01	P   F       	Payam	Payam	2019 Jan 15	F01531	2019 Jan 15 0037?	Earth	2019 Jan 15 0050?	AS	-	IRSA/AMIRK	IR	AMIRK	Fajr	-	      90 	 	     90 	 	      90 	 	   1.0 	 	  0.7 	 	    1.0 	 	Box	2019 Jan 15	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01533	NSO	2019-F02	P   F       	Dousti	Dousti	2019 Feb  5?	F01534	2019 Feb  5	Earth	2019 Feb  5	AS	-	IRSA	IR	SUT	Fajr	-	      52 	 	     52 	 	      52 	 	   0.4 	?	  0.5 	?	    0.5 	 	Hex Cyl	2019 Feb  5	   -6370	?	      40	?	  0.00 	 	ATM	U	-
F01534	NSO	2019-F02	R2  F  *    	Safir Stage 2	-	2019 Feb  5?	L79955	2019 Feb  5	Earth	2019 Feb  5	S	-	IRSA	IR	IRSA	Safir Stage 3	-	     390 	 	    390 	 	     390 	 	   5.0 	?	  1.3 	?	    5.0 	?	Cyl	2019 Feb  5	   -6370	?	      40	?	  0.00 	 	ATM	U	-
F01535	NSO	1970-F07	C   F       	X-2 aerial	X-2 aerial	1970 Sep  2	F00590	1970 Sep  2 0045	Earth	1970 Sep  2 0050	AS	-	RAE	UK	RAE	-	-	       1 	?	      1 	?	       1 	?	   0.160	 	  0.060	 	    0.160	 	Ant	1970 Sep  2	   -5000	?	     370	?	 82.00 	?	SO	-	-
F01536	NSO	2019-F03	R4          	OS-M Stage 4	OS-M Stage 4	2019 Mar 27	L80044	2019 Mar 27 0940?	Earth	2019 Mar 27 0941?	S	-	LYK	CN	SANJ9	-	-	     200 	 	    200 	?	     200 	?	   1.0 	 	  0.5 	 	    1.0 	 	Cyl	2019 Mar 27	   -6370	?	      10	?	  0.00 	 	ATM	U	-
F01537	NSO	2019-F03	P           	Lingque 1 B xing	Lingque 1B	2019 Mar 27	F01536	2019 Mar 27 0940?	Earth	2019 Mar 27 0941?	AS	-	LINGZ	CN	LINGZ	Cubesat 6U	-	      10 	?	     10 	 	      10 	?	   0.3 	 	  0.2 	 	    1.0 	?	Box + 2 pan?	2019 Mar 27	   -6370	?	      10	?	  0.00 	 	ATM	U	-
F01538	NSO	2019-F04	R3     *    	CZ-4C Y23 Stage 3	CZ-4C Stage 3	2019 May 22	R79062	2019 May 22 2306?	Earth	2019 May 22 2316?	F	-	CNSA	CN	SAST	CZ-4 Stage 3	-	    1000 	?	   1000 	?	    1000 	?	   7.5 	 	  2.9 	 	    7.5 	 	Cyl	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	-
F01539	NSO	2019-F04	P           	Yaogan 33	Jianbing-12 03 xing	2019 May 22	F01538	2019 May 22 2306?	Earth	2019 May 22 2316?	AF	-	ZZB	CN	SAST	JB-9	-	    1040 	 	   1040 	 	    1040 	 	   1.5 	?	  1.5 	?	    5.0 	?	Box + 2 Pan	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	JB-5B?
F01540	NSO	2019-F04	C  F        	CZ-4C Sep motor cover	-	2019 May 22	F01538	2019 May 22 2306?	Earth	2019 May 22 2316?	AF	-	CNSA	CN	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	-
F01541	NSO	2019-F04	C  F        	CZ-4C Sep motor cover	-	2019 May 22	F01538	2019 May 22 2306?	Earth	2019 May 22 2316?	AF	-	CNSA	CN	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	-
F01542	NSO	2019-F04	C  F        	CZ-4C Sep motor cover	-	2019 May 22	F01538	2019 May 22 2306?	Earth	2019 May 22 2316?	AF	-	CNSA	CN	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	-
F01543	NSO	2019-F04	C  F        	CZ-4C Sep motor cover	-	2019 May 22	F01538	2019 May 22 2306?	Earth	2019 May 22 2316?	AF	-	CNSA	CN	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	2019 May 22	   -6000	?	     620	?	 97.80 	 	SO	-	-
F01544	NSO	2019-F05	R3  S       	Zefiro 9A	Zefiro 9A	2019 Jul 11	L80077	2019 Jul 11 0158	Earth	2019 Jul 11 0158	S	-	ESA	I-ESA	AVIO	Zefiro 9A	-	     835 	 	    835 	 	     835 	 	   3.9 	 	  1.9 	 	    3.9 	 	Cyl	2019 Jul 11	   -6175	?	      75	?	 98.00 	 	ATM	U	-
F01545	NSO	2019-F05	R4  P       	Vega AVUM VV15	AVUM	2019 Jul 11	F01544	2019 Jul 11 0158	Earth	2019 Jul 11 0158	AF	-	AESP	F	AVIO	AVUM	-	    1200 	 	    660 	 	       0 	 	   1.7 	 	  1.9 	 	    1.9 	 	Cyl	2019 Jul 11	   -6175	?	      75	?	 98.00 	 	ATM	U	-
F01546	NSO	2019-F05	P           	FalconEye 1	FalconEye 1	2019 Jul 11	F01545	2019 Jul 11 0158	Earth	2019 Jul 11 0158	AF	-	UAEAF	UAE	ADST	Astrosat-1000	-	    1197 	 	    900 	?	    1197 	 	   4.0 	?	  2.0 	?	    8.0 	?	Hex-cyl+3 panels	2019 Jul 11	   -6175	?	      75	?	 98.00 	 	ATM	U	-
F01547	NSO	2020-F01	R3     *    	Simorgh Stage 3	Saman-1	2020 Feb  9	R79367	2020 Feb  9 0518?	Earth	2020 Feb  9 0524	S	-	IRSA	IR	IRSA	Saman-1	-	     500 	 	    300 	 	     500 	 	   1.0 	?	  0.5 	 	    1.0 	?	Cyl-cone	2020 Feb  9	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01548	NSO	2020-F01	P   F       	Zafar	Zafar	2020 Feb  9	F01547	2020 Feb  9 0518?	Earth	2020 Feb  9 0524	AS	-	IRSA/IUST	IR	IUST	Fajr	-	      90 	 	     90 	 	      90 	 	   1.0 	 	  0.7 	 	    1.0 	 	Box	2020 Feb  9	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01549	NSO	2020-F02	R3          	CZ-7A Y1 Stage 3	CZ-7A Stage 3	2020 Mar 16	R79641	2020 Mar 16 1344?	Earth	2020 Mar 16 1350?	S	-	CASC	CN	CALT	CZ-3A Stage 3	-	    8400 	?	   2800 	?	    2800 	?	  12.4 	 	  3.0 	 	   12.4 	 	Cyl	2020 Mar 16	   -2000	?	     200	?	 20.00 	 	SO	U	-
F01550	NSO	2020-F02	P           	Xinjishu Yanzheng 6	XJY-6	2020 Mar 16	F01549	2020 Mar 16 1344?	Earth	2020 Mar 16 1350?	AS	-	CAST	CN	CAST	XYZ	-	    5000 	?	   3000 	?	    5000 	?	   5.0 	?	  3.0 	?	    9.0 	 	Box + 2 pan	2020 Mar 16	   -2000	?	     200	?	 20.00 	 	SO	U	-
F01551	NSO	2020-F03	R3     *    	CZ-3B Y71 Stage 3	CZ-3B Stage 3	2020 Apr  9	R79668	2020 Apr  9 1155?	Earth	2020 Apr  9 1201?	S	-	CASC	CN	CALT	CZ-3A Stage 3	-	    8400 	?	   2800 	?	    2800 	?	  12.4 	 	  3.0 	 	   12.4 	 	Cyl	2020 Apr  9	   -1070	?	     210	?	 27.50 	 	SO	U	-
F01552	NSO	2020-F03	P   F       	Nusantara Dua	Palapa N1	2020 Apr  9	F01551	2020 Apr  9 1155?	Earth	2020 Apr  9 1201?	AS	-	PSNS	ID	CAST	DFH-4	DFH-4 LAE	    5550 	 	   2500 	?	    5550 	 	   5.0 	?	  2.5 	?	   30.0 	?	Box + 2 Pan	2020 Apr  9	   -1070	?	     210	?	 27.50 	 	SO	U	-
F01553	NSO	2020-F04	R2          	LauncherOne R02 Stage 2	LauncherOne Stage 2	2020 May 25	L80274	2020 May 25 1950	Earth	2020 May 25 1951	F	-	VORB	US	VORB	L1-S2	-	     200 	?	    200 	?	     200 	?	   3.4 	 	  1.5 	 	    1.5 	 	Cyl	2020 May 25	   -6362	?	       9	 	 67.00 	 	ATM	J	-
F01554	NSO	2020-F04	P           	Starshine 4	Starshine 4	2020 May 25	F01553	2020 May 25 1950	Earth	2020 May 25 1951	AF	-	VORB/PSC	US	NRL/PSC	Starshine	-	      39 	 	     39 	 	      39 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	2020 May 25	   -6362	?	       9	 	 67.00 	 	ATM	J	-
F01555	NSO	2020-F04	PXA         	INTERNSAT	INTERNSAT	2020 May 25	F01553	2020 May 25 1950	Earth	2020 May 25 1951	AF	-	VORB	US	VORB	Cubesat 1U?	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	2020 May 25	   -6362	?	       9	 	 67.00 	 	ATM	J	-
F01556	NSO	2020-F05	R2     *    	Electron 13 Stage 2	Electron Stage 2	2020 Jul  4	R79736	2020 Jul  4 2125	Earth	2020 Jul  4 2129	F	175E 48S?	RLABN	NZ	RLABN	Electron St2	-	     250 	?	    250 	?	     250 	 	   2.4 	 	  1.2 	 	    2.4 	 	Cyl	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	-
F01557	NSO	2020-F05	R3          	Electron 13 Kick Stage	Electron Kick Stage	2020 Jul  4	F01556	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	RLABN	NZ	RLABN	Kick Stage	Curie	      45 	 	     45 	?	      45 	?	   0.4 	 	  1.2 	 	    1.2 	 	Trunc cone	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	-
F01558	NSO	2020-F05	P           	CE-SAT-I	CE-SAT-I	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	CANON	J	CANON	CE-SAT	-	      65 	 	     65 	 	      65 	 	   0.9 	 	  0.5 	 	    0.9 	 	Box	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	-
F01559	NSO	2020-F05	P           	Faraday-1	Faraday-1	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	INSPM	UK	GOMSP	Cubesat 6U	-	      10 	?	     10 	?	      10 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	-
F01560	NSO	2020-F05	P           	Flock 4e-1	Dove 240e	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	PLABS	US	PLABS	Cubesat 3U	-	       5.700	 	      5.700	 	       5.700	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	SD-1
F01561	NSO	2020-F05	P           	Flock 4e-2	Dove 240b	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	PLABS	US	PLABS	Cubesat 3U	-	       5.700	 	      5.700	 	       5.700	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	SD-2
F01562	NSO	2020-F05	P           	Flock 4e-3	Dove 2411	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	PLABS	US	PLABS	Cubesat 3U	-	       5.700	 	      5.700	 	       5.700	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	SD-3
F01563	NSO	2020-F05	P           	Flock 4e-4	Dove 2410	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	PLABS	US	PLABS	Cubesat 3U	-	       5.700	 	      5.700	 	       5.700	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	SD-4
F01564	NSO	2020-F05	P           	Flock 4e-5	Dove 2418	2020 Jul  4	F01557	2020 Jul  4 2125	Earth	2020 Jul  4 2129	AF	-	PLABS	US	PLABS	Cubesat 3U	-	       5.700	 	      5.700	 	       5.700	 	   0.3 	 	  0.1 	 	    0.3 	 	Box+2 pan	2020 Jul  4	   -5500	 	     195	 	 97.10 	 	SO	-	SD-5
F01565	NSO	2020-F06	R3     *    	KZ-11-3	KZ-11-3	2020 Jul 10	R79754	2020 Jul 10	Earth	2020 Jul 10	F	-	EXPACE	CN	CASIC	-	-	    1000 	?	   1000 	?	    1000 	?	   2.5 	?	  2.2 	?	    2.5 	?	Cyl	2020 Jul 10	   -2000	?	     700	?	 98.00 	 	SO	U	-
F01566	NSO	2020-F06	P           	Jilin-1 Gaofen 02E	Jilin-1 Gaofen 02E	2020 Jul 10	F01565	2020 Jul 10	Earth	2020 Jul 10	AF	-	CGSTL	CN	CGSTL	JL-1	-	     230 	 	    230 	 	     230 	 	   1.1 	 	  0.5 	 	    3.0 	?	Box+pan	2020 Jul 10	   -2000	?	     700	?	 98.00 	 	SO	U	-
F01567	NSO	2020-F06	P           	Xiangrikui 2	Centispace-1-2S	2020 Jul 10	F01565	2020 Jul 10	Earth	2020 Jul 10	AF	-	CENTI	CN	IMICAS	WN100	-	      97 	 	     97 	 	      97 	 	   1.0 	?	  0.5 	?	    2.0 	?	Box + 2 pan	2020 Jul 10	   -2000	?	     700	?	 98.00 	 	SO	U	-
F01568	NSO	2020-F07	R2          	Astra LV0004 Stage 2	Astra Stage 2	2020 Sep 12	L80324	2020 Sep 12 0320	Earth	2020 Sep 12 0321	F	-	ASTRV	US	ASTRV	Astra St2	-	     200 	?	    200 	?	     200 	 	   2.2 	 	  0.9 	 	    2.2 	 	Cyl	2020 Sep 12	   -6378	 	      10	 	 86.00 	 	ATM	U	-
F01569	NSO	2020-F07	P           	Astra Test Payload	Astra Test Payload	2020 Sep 12	F01568	2020 Sep 12 0320	Earth	2020 Sep 12 0321	AF	-	ASTRV	US	ASTRV	-	-	       5 	?	      5 	?	       5 	 	   0.3 	?	  0.1 	?	    0.3 	?	Box?	2020 Sep 12	   -6378	 	      10	 	 86.00 	 	ATM	U	-
F01570	NSO	2020-F08	R4          	KZ-1A Y3  Stage 4	KZ-1A Stage 4	2020 Sep 12	R79895	2020 Sep 12 0505?	Earth	2020 Sep 12	F	-	EXPACE	CN	CASIC	-	-	      50 	?	     50 	?	       0 	 	   1.0 	?	  0.5 	?	    1.0 	?	Cyl	2020 Sep 12	   -5000	?	     500	?	 97.54 	 	SO	U	-
F01571	NSO	2020-F08	P           	Neimonggol 1	Jilin-1 Gaofen 02C	2020 Sep 12	F01570	2020 Sep 12 0505?	Earth	2020 Sep 12	AF	-	CGSTL	CN	CGSTL	JL-1	-	     230 	 	    230 	 	     230 	 	   1.1 	 	  0.5 	 	    3.0 	?	Box+pan	2020 Sep 12	   -5000	?	     500	?	 97.52 	 	SO	U	-
F01572	NSO	2020-U01	R3  S       	Zefiro 9A	Zefiro 9A	2020 Nov 17	R79976	2020 Nov 17 0158	Earth	2020 Nov 17 0210?	S	Arctic	AE	F	AVIO	Zefiro 9A	-	     835 	 	    835 	 	     835 	 	   3.9 	 	  1.9 	 	    3.9 	 	Cyl	2020 Nov 17	   -1700	?	     220	?	 98.50 	 	SO	-	-
F01573	NSO	2020-U01	R4  P       	Vega AVUM VV17	AVUM	2020 Nov 17	F01572	2020 Nov 17 0205?	Earth	2020 Nov 17 0245?	S	-	AE	F	AVIO	AVUM	-	    1200 	 	    660 	 	       0 	 	   1.7 	 	  1.9 	 	    1.9 	 	Cyl	2020 Nov 17	    -500	?	     250	?	 98.50 	 	SO	-	-
F01574	NSO	2020-U01	P   F       	SEOSat-Ingenio	SEOSat	2020 Nov 17	F01573	2020 Nov 17 0205?	Earth	2020 Nov 17 0245?	AS	-	CDTI/HISD	E	EADSCA	AS250	-	     750 	 	    600 	?	     750 	 	   3.0 	?	  1.5 	 	    7.0 	?	Box + 3 pan	2020 Nov 17	    -500	?	     250	?	 98.50 	 	SO	-	-
F01575	NSO	2020-U01	P   F       	Taranis	Taranis	2020 Nov 17	F01573	2020 Nov 17 0205?	Earth	2020 Nov 17 0245?	AS	-	CNES	F	ASTT	Myriade	-	     175 	 	    171 	 	     175 	 	   1.1 	 	  1.0 	 	    1.0 	?	Box + 1 pan + booms	2020 Nov 17	    -500	?	     250	?	 98.50 	 	SO	-	-
F01576	NSO	2020-F09	R2          	Astra LV0005 Stage 2	Astra Stage 2	2020 Dec 15	R80038	2020 Dec 15 2103	Earth	2020 Dec 15 2105?	F	-	ASTRV	US	ASTRV	Astra St2	-	     200 	?	    200 	?	     200 	 	   2.2 	 	  0.9 	 	    2.2 	 	Cyl	2020 Dec 15	   -1100	 	     390	 	 98.10 	 	SO	U	-
F01577	NSO	2020-F09	P           	Astra Test Payload	Astra Test Payload	2020 Dec 15	F01576	2020 Dec 15 2103	Earth	2020 Dec 15 2105?	AF	-	ASTRV	US	ASTRV	-	-	       5 	?	      5 	?	       5 	 	   0.3 	?	  0.1 	?	    0.3 	?	Box?	2020 Dec 15	   -1100	 	     390	 	 98.10 	 	SO	U	-
F01578	NSO	2021-F01	R4          	Shuang Quxian 1 St4	SQ-1-4	2021 Feb  1	L80405	2021 Feb  1 0815?	Earth	2021 Feb  1 0815?	S	-	XJRY	CN	SANJ	-	-	     200 	?	    200 	?	     200 	?	   3.8 	 	  1.4 	 	    3.8 	 	Cyl	2021 Feb  1	   -6370	?	      10	?	 97.00 	 	ATM	-	-
F01579	NSO	2021-F01	P           	Tianshu	Tianshu art payload	2021 Feb  1	F01578	2021 Feb  1 0815?	Earth	2021 Feb  1 0815?	S	-	XJRY	CN	XJRY	Cubesat 6U?	-	      10 	 	     10 	 	      10 	 	   0.3 	 	  0.2 	 	    0.5 	 	Box	2021 Feb  1	   -6370	?	      10	?	 97.00 	 	ATM	-	-
F01580	NSO	2021-F02	R2          	Electron 20 Stage 2	Electron Stage 2	2021 May 15	R80366	2021 May 15 1114	Earth	2021 May 15 1117	S	-	RLABN	NZ	RLABN	Electron St2	-	     250 	?	    250 	?	     250 	 	   2.4 	 	  1.2 	 	    2.4 	 	Cyl	2021 May 15	   -6060	 	     136	 	 50.00 	 	SO	-	-
F01581	NSO	2021-F02	R3          	Electron 20 Kick Stage	Electron Kick Stage	2021 May 15	F01580	2021 May 15 1114	Earth	2021 May 15 1117	AS	-	RLABN	NZ	RLABN	Kick Stage	Curie	      40 	?	     40 	?	      40 	 	   0.4 	 	  1.2 	 	    1.2 	 	Trunc cone	2021 May 15	   -6060	 	     136	 	 50.00 	 	SO	-	-
F01582	NSO	2021-F02	P           	Global-10	BlackSky Global (BS8?)	2021 May 15	F01581	2021 May 15 1114	Earth	2021 May 15 1117	AS	-	BSKG	US	LEOSTL	BSky	-	      55 	 	     50 	?	      55 	 	   1.0 	?	  0.5 	?	    1.0 	?	Box	2021 May 15	   -6060	 	     136	 	 50.00 	 	SO	-	-
F01583	NSO	2021-F02	P           	Global-11	BlackSky Global (BS9?)	2021 May 15	F01581	2021 May 15 1114	Earth	2021 May 15 1117	AS	-	BSKG	US	LEOSTL	BSky	-	      55 	 	     50 	?	      55 	 	   1.0 	?	  0.5 	?	    1.0 	?	Box	2021 May 15	   -6060	 	     136	 	 50.00 	 	SO	-	-
F01584	NSO	2021-F03	R3     *    	Simorgh Stage 3	Saman-1	2021 Jun 12	R80455	2021 Jun 12	Earth	2021 Jun 12	S	-	IRSA	IR	IRSA	Saman-1	-	     500 	 	    300 	 	     500 	 	   1.0 	?	  0.5 	 	    1.0 	?	Cyl-cone	2021 Jun 12	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01585	NSO	2021-F03	P   F       	Tolou-2?	Tolou-2?	2021 Jun 12	F01584	2021 Jun 12	Earth	2021 Jun 12	AS	-	IRSA/IUST	IR	IUST	Fajr	-	      90 	 	     90 	 	      90 	 	   1.0 	 	  0.7 	 	    1.0 	 	Box	2021 Jun 12	   -2600	?	     500	?	 55.00 	 	SO	U	-
F01586	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
F01587	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
F01588	NSO	2021-F05	R4          	Shuang Quxian 1 Y5 St4	SQ-1-4	2021 Aug  3	R80545	2021 Aug  3 0753?	Earth	2021 Aug  3 0820?	S	-	XJRY	CN	SANJ	-	-	     200 	?	    200 	?	     200 	?	   3.8 	 	  1.4 	 	    3.8 	 	Cyl	2021 Aug  3	    -250	?	     500	?	 97.00 	 	SO	-	-
F01589	NSO	2021-F05	P           	Jilin-1 Mofang 01A	Jilin-1 Mofang 1A	2021 Aug  3	F01588	2021 Aug  3 0753?	Earth	2021 Aug  3 0820?	AS	Antarctic?	CGSTL	CN	CGSTL	Cubesat 12U?	-	      18 	 	     18 	 	      18 	 	   0.3 	 	  0.2 	 	    0.5 	 	Box+panels	2021 Aug  3	    -250	?	     500	?	 97.00 	 	SO	-	-
F01590	NSO	2021-F05	C  F        	SQX-1 Fairing	-	2021 Aug  3	F01588	2021 Aug  3 0753?	Earth	2021 Aug  3 0820?	AS	-	XJRY	CN	SANJ	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Half Cyl-Cone	2021 Aug  3	    -250	?	     500	?	 97.00 	 	SO	-	-
