#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
F00410	NSO	1966-F12	PP HF       	[Soyuz]	Soyuz 7K-OK(P) No. 1	1966 Dec 14	F00409	1966 Dec 14 1126	Earth	1966 Dec 14 1127	S	-	TSKBEM	SU	TSKBEM	7K-OK	-	    2300 	?	   2300 	?	    3500 	?	   7.9 	 	  2.7 	 	    7.9 	 	Cyl + Cone + Sphere	1966 Dec 14	   -6370	?	       1	?	 51.80 	 	ATM	-	-
F00411	NSO	1966-F13	R4--F--*    	L480S	L480S	1966 Dec 20	R15167	1966 Dec 20 0227	Earth	1966 Dec 20 0230?	S	-	ISAS	J	NISS	L480S	-	     110 	 	     15 	 	      15 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere + Cone	1966 Dec 20	   -5400	 	     525	 	 31.10 	 	SO	-	-
F00412	NSO	1966-F13	P   F       	L-4S-2	L-4S-2	1966 Dec 20	F00411	1966 Dec 20 0227	Earth	1966 Dec 20 0230?	AS	-	ISAS	J	NISS	L-4S Satellite	-	       9 	 	      9 	 	       9 	 	   0.5 	 	  0.3 	 	    0.5 	 	Trunc Cone	1966 Dec 20	   -5400	 	     525	 	 31.10 	 	SO	-	-
F00413	NSO	1967-F01	R4--F--*    	Scout S151C Stage 4	FW4S S/N 30204	1967 Jan 31	R15484	1967 Jan 31 1252	Earth	1967 Jan 31 1252	S	-	LARCN	US	UTC	FW4	-	      24 	?	     24 	?	      24 	?	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1967 Jan 31	   -4830	?	     430	?	 90.70 	?	SO	-	-
F00414	NSO	1967-F01	P --F-X     	OV3-5	OV3-5	1967 Jan 31	F00413	1967 Jan 31 1252	Earth	1967 Jan 31 1252	AS	-	OAR	US	SPG	OV3	-	      95 	 	     95 	 	      95 	 	   0.5 	 	  0.7 	 	    0.7 	 	Oct Cyl	1967 Jan 31	   -4830	?	     430	?	 90.70 	?	SO	-	ATCOS 1:P
F00415	NSO	1967-F02	R2--F--*    	R-36O No. 08L Stage 2	8S692	1967 Mar 22	R15748	1967 Mar 22 1409	Earth	1967 Mar 22 1409	S	-	RVSN	SU	YUZH	8S692	-	    5000 	?	   5000 	?	    5500 	?	   9.4 	 	  3.0 	 	    9.4 	 	Cyl	1967 Mar 22	   -3500	?	     140	?	 49.60 	 	SO	-	-
F00416	NSO	1967-F02	C   F       	Adapter	OGCh Adapter	1967 Mar 22	F00415	1967 Mar 22 1409	Earth	1967 Mar 22 1409	AS	-	RVSN	SU	YUZH	OGCh Adapter	-	     500 	?	    500 	?	       0 	?	   1.6 	 	  2.6 	 	    2.6 	 	Trunc Cone	1967 Mar 22	   -3500	?	     140	?	 49.60 	 	SO	-	-
F00417	NSO	1967-F02	C  MF       	Retro	OGCh Retro	1967 Mar 22	F00418	1967 Mar 22 1409	Earth	1967 Mar 22 1409	AS	-	RVSN	SU	-	OGCh Retro	-	    2000 	?	   2000 	?	       0 	?	   1.8 	 	  2.0 	 	    2.0 	 	Trunc Cone	1967 Mar 22	   -3500	?	     140	?	 49.60 	 	SO	-	-
F00418	NSO	1967-F02	P   F       	[Kosmos]	OGCh No. 08L	1967 Mar 22	F00416	1967 Mar 22 1409	Earth	1967 Mar 22 1409	AS	-	RVSN	SU	YUZH	OGCh	OGCh Retro	    1450 	 	   1450 	 	    3450 	?	   2.3 	 	  1.4 	 	    2.3 	 	Cone	1967 Mar 22	   -3500	?	     140	?	 49.60 	 	SO	-	-
F00419	NSO	1967-F03	R4  F       	L480S	L480S	1967 Apr 13	R15912	1967 Apr 13 0242	Earth	1967 Apr 13 0242?	S	-	ISAS	J	NISS	L480S	-	     110 	 	     15 	 	      15 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere + Cone	1967 Apr 13	   -6000	?	     140	?	 31.10 	 	SO	-	-
F00420	NSO	1967-F03	P   F       	L-4S-3	L-4S-3	1967 Apr 13	F00419	1967 Apr 13 0242	Earth	1967 Apr 13 0242?	AS	-	ISAS	J	NISS	L-4S Satellite	-	       9 	 	      9 	 	       9 	 	   0.5 	 	  0.3 	 	    0.5 	 	Trunc Cone	1967 Apr 13	   -6000	?	     140	?	 31.10 	 	SO	-	-
F00421	NSO	1967-F04	R3  F       	Agena D 4755	Agena D	1967 Apr 26	R15978	1967 Apr 26 1807	Earth	1967 Apr 26 1812?	S	-	AFSSD	US	LMSC	Agena D	-	    1200 	?	   1100 	?	    1100 	?	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1967 Apr 26	   -4000	?	     130	?	111.00 	?	SO	-	-
F00422	NSO	1967-F04	P --F-X     	OPS 4243	GAMBIT-3 FM-5	1967 Apr 26	F00421	1967 Apr 26 1807	Earth	1967 Apr 26 1812?	AS	-	NRO/SAFSP	US	LMSC	KH-8	-	    2250 	?	   2250 	?	    2250 	?	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1967 Apr 26	   -4000	?	     130	?	111.00 	?	SO	-	NRO Mission 4305
F00423	NSO	1967-F04	C  MF       	Star 12	Star 12	1967 Apr 26	F00424	1967 Apr 26 1807	Earth	1967 Apr 26 1812?	AS	-	NRO/SAFSP	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1967 Apr 26	   -4000	?	     130	?	111.00 	?	SO	-	-
F00424	NSO	1967-F04	PX-RF--     	SRV Mission 4305-1	SRV-1	1967 Apr 26	F00422	1967 Apr 26 1807	Earth	1967 Apr 26 1812?	AS	-	NRO/SAFSP	US	GERSD	SRV	Star 12	     157 	 	    157 	 	     190 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1967 Apr 26	   -4000	?	     130	?	111.00 	?	SO	-	-
F00425	NSO	1967-F05	C  YF       	ESRO 2A despin weight	-	1967 May 30	F00428	1967 May 30 0209	Earth	1967 May 30 0209	AS	-	ESTEC	I-ESRO	HSD	-	-	       1 	 	      1 	 	       0 	 	   0.0 	 	  0.0 	 	    1.0 	 	Disk + Cable	1967 May 30	   -5200	?	     300	?	 97.20 	?	SO	-	-
F00426	NSO	1967-F05	C  YF       	ESRO 2A despin weight	-	1967 May 30	F00428	1967 May 30 0209	Earth	1967 May 30 0209	AS	-	ESTEC	I-ESRO	HSD	-	-	       1 	 	      1 	 	       0 	 	   0.0 	 	  0.0 	 	    1.0 	 	Disk + Cable	1967 May 30	   -5200	?	     300	?	 97.20 	?	SO	-	-
F00427	NSO	1967-F05	R4  F       	Scout S152C Stage 4	FW4S S/N 30206	1967 May 30	R16127	1967 May 30 0209	Earth	1967 May 30 0209	S	-	LARCN	US	UTC	FW4	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1967 May 30	   -5200	?	     300	?	 97.20 	?	SO	-	-
F00428	NSO	1967-F05	P --F-X     	ESRO IIA	ESRO 2A	1967 May 30	F00427	1967 May 30 0209	Earth	1967 May 30 0209	AS	-	ESTEC	I-ESRO	HSD	ESRO 2	-	      74 	 	     74 	 	      76 	 	   0.9 	 	  0.8 	 	    0.9 	 	Cyl	1967 May 30	   -5200	?	     300	?	 97.20 	?	SO	-	-
F00429	NSO	1967-F06	R3  F       	Voskhod (N39) Blok-I	11A57I	1967 Jun 20	L18137	1967 Jun 20 1101	Earth	1967 Jun 20 1102	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1967 Jun 20	   -6378	?	       2	?	 51.80 	?	ATM	-	-
F00430	NSO	1967-F06	P   F       	[Kosmos]	Zenit-4 No. 32L	1967 Jun 20	F00429	1967 Jun 20 1101	Earth	1967 Jun 20 1102	AS	-	MOM	SU	TSKBE3	Zenit-4	-	    2200 	?	   2200 	?	    5650 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1967 Jun 20	   -6378	?	       2	?	 51.80 	?	ATM	-	:C,:RC,11F69 No. Ya15001-13:RA
F00431	NSO	1967-F06	C   F       	Priborniy otsek	PO	1967 Jun 20	F00430	1967 Jun 20 1101	Earth	1967 Jun 20 1102	AS	-	MOM	SU	TSKBE3	Zenit PO	-	    3450 	 	   3450 	 	       0 	 	   2.5 	 	  2.3 	 	    2.5 	 	DCone	1967 Jun 20	   -6378	?	       2	?	 51.80 	?	ATM	-	-
F00432	NSO	1967-F07	R2  F       	Kosmos-3M No. 20LM Stage 2	S3M	1967 Jun 26	L18165	1967 Jun 26 0431	Earth	1967 Jun 26 0431	S	-	RVSN	SU	YUZH	S3	-	    1434 	 	   1434 	 	    1434 	 	   4.2 	 	  2.4 	 	    4.2 	 	Cyl	1967 Jun 26	   -6370	?	      10	?	 74.00 	 	ATM	-	-
F00433	NSO	1967-F07	P   F       	Kosmos	Tselina-O GVM No. 1	1967 Jun 26	F00432	1967 Jun 26 0431	Earth	1967 Jun 26 0431	AS	-	YUZH	SU	YUZH	Tselina-O	-	     400 	?	    400 	?	     400 	?	   2.5 	 	  1.0 	 	    2.5 	 	Cyl	1967 Jun 26	   -6370	?	      10	?	 74.00 	 	ATM	-	11F616 GVM No. N225-001:RA
F00434	NSO	1967-F08	R3--F--*    	Voskhod (N41) Blok-I	11A57I	1967 Jul 21	R16389	1967 Jul 21 0606?	Earth	1967 Jul 21 0607?	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1967 Jul 21	   -2550	?	     200	?	 51.80 	 	SO	-	-
F00435	NSO	1967-F08	P   F       	[Kosmos]	Zenit-4 No. 33L	1967 Jul 21	F00434	1967 Jul 21 0606?	Earth	1967 Jul 21 0607?	S	-	MOM	SU	TSKBE3	Zenit-4	-	    2200 	?	   2200 	?	    5650 	?	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1967 Jul 21	   -2550	?	     200	?	 51.80 	 	SO	-	:C,:RC,11F69 No. Ya15001-14:RA
F00436	NSO	1967-F08	C   F       	Priborniy otsek	PO	1967 Jul 21	F00435	1967 Jul 21 0606?	Earth	1967 Jul 21 0607?	AS	-	MOM	SU	TSKBE3	Zenit PO	-	    3450 	 	   3450 	 	       0 	 	   2.5 	 	  2.3 	 	    2.5 	 	DCone	1967 Jul 21	   -2550	?	     200	?	 51.80 	 	SO	-	-
F00437	NSO	1967-072	C -MF--*    	OV1-11P	FW4S	1967 Jul 27	R16411	1967 Jul 27 1915?	Earth	1967 Jul 27	S	-	OAR	US	UTC	FW4	-	     115 	 	    115 	 	       0 	 	   2.1 	 	  0.7 	 	    2.1 	 	Cyl	1967 Jul 27	   -2500	?	     550	?	101.70 	?	SO	-	-
F00438	NSO	1967-072	P   F       	OV1-11	OV1-11S	1967 Jul 27	F00437	1967 Jul 27 1915?	Earth	1967 Jul 27	AS	-	OAR	US	GDC	OV1	-	     134 	 	    134 	 	     134 	 	   1.4 	 	  0.7 	 	    1.4 	 	Domed Cyl	1967 Jul 27	   -2500	?	     550	?	101.70 	?	SO	-	-
F00439	NSO	1967-F09	R3--F--*    	Voskhod (N43) Blok-I	11A57I	1967 Sep  1	R16566	1967 Sep  1 1035	Earth	1967 Sep  1 1037?	S	-	RVSN	SU	PROG	Blok-I	-	    3000 	?	   3000 	?	    3000 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1967 Sep  1	   -5600	?	     200	?	 81.20 	 	SO	-	-
F00440	NSO	1967-F09	P   F       	[Kosmos]	Zenit-2 No. 51L	1967 Sep  1	F00439	1967 Sep  1 1035	Earth	1967 Sep  1 1037?	AS	-	TSUKOS	SU	TSKBE3	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   2.2 	 	  2.2 	 	    2.2 	 	Sphere	1967 Sep  1	   -5600	?	     200	?	 81.20 	 	SO	-	:C,:RC,11F61 No. Ya15001-03:RA
F00441	NSO	1967-F09	C   F       	Priborniy otsek	PO	1967 Sep  1	F00440	1967 Sep  1 1035	Earth	1967 Sep  1 1037?	AS	-	TSUKOS	SU	TSKBE3	Zenit PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1967 Sep  1	   -5600	?	     200	?	 81.20 	 	SO	-	-
F00442	NSO	1967-F10	R2  F       	Kosmos-3M No. 15LM Stage 2	S3M	1967 Sep 27	L18567	1967 Sep 27 1100	Earth	1967 Sep 27 1100	S	-	RVSN	SU	YUZH	S3	-	    1434 	 	   1434 	 	    1434 	 	   4.2 	 	  2.4 	 	    4.2 	 	Cyl	1967 Sep 27	   -6378	 	       0	 	 74.00 	 	ATM	-	-
F00443	NSO	1967-F10	P   F       	Tsiklon GVM	Tsiklon GVM No. 1	1967 Sep 27	F00442	1967 Sep 27 1100	Earth	1967 Sep 27 1100	AS	-	OKB10	SU	OKB10	KAUR-1 11F617	-	     800 	 	    800 	 	     800 	 	   5.0 	 	  2.1 	 	    5.0 	 	Cyl	1967 Sep 27	   -6378	 	       0	 	 74.00 	 	ATM	-	EP-703-4 No. N149-01:P
F00444	NSO	1967-F11	R4  F       	Blok D No. 12L	11S824 No. 12L	1967 Sep 27	L18574	1967 Sep 27 2213	Earth	1967 Sep 27 2213	S	-	RVSN	SU	TSKBEM	Blok D	-	   13360 	 	   1800 	 	    1920 	?	   5.8 	 	  4.1 	 	    5.8 	 	Cyl	1967 Sep 27	   -6300	?	      30	?	 51.50 	 	ATM	-	-
F00445	NSO	1967-F11	C  MF       	D-12L SOZ-1	SOZ	1967 Sep 27	F00444	1967 Sep 27 2213	Earth	1967 Sep 27 2213	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1967 Sep 27	   -6300	?	      30	?	 51.50 	 	ATM	-	-
F00446	NSO	1967-F11	C  MF       	D-12L SOZ-2	SOZ	1967 Sep 27	F00444	1967 Sep 27 2213	Earth	1967 Sep 27 2213	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1967 Sep 27	   -6300	?	      30	?	 51.50 	 	ATM	-	-
F00447	NSO	1967-F11	C  MF       	PAO	KTDU-53	1967 Sep 27	F00448	1967 Sep 27 2213	Earth	1967 Sep 27 2213	AL	-	MOM	SU	TSKBEM	Soyuz PAO	-	    2880 	?	   2000 	?	       0 	?	   4.0 	 	  2.0 	 	    4.0 	 	Cyl	1967 Sep 27	   -6300	?	      30	?	 51.50 	 	ATM	-	-
F00448	NSO	1967-F11	PP HF       	[Zond-4]	L-1 No. 4L	1967 Sep 27	F00444	1967 Sep 27 2213	Earth	1967 Sep 27 2215?	L	Kazakstan	TSKBEM	SU	TSKBEM	7K-L1	-	    2800 	?	   2800 	?	    5680 	?	   1.8 	 	  2.0 	 	    1.8 	 	Rounded Cone	1967 Sep 27	   -6200	?	      40	?	 51.50 	 	ATM	-	-
F00449	NSO	1967-F12	R4  F       	Blok D No. 13L	11S824 No. 13L	1967 Nov 22	L18833	1967 Nov 22 1910	Earth	1967 Nov 22 1910	S	-	RVSN	SU	TSKBEM	Blok D	-	   13360 	 	   1800 	 	    1920 	?	   5.8 	 	  4.1 	 	    5.8 	 	Cyl	1967 Nov 22	   -6100	?	      50	?	 51.50 	 	ATM	-	-
F00450	NSO	1967-F12	C  MF       	D-13L SOZ-1	SOZ	1967 Nov 22	F00449	1967 Nov 22 1910	Earth	1967 Nov 22 1910	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1967 Nov 22	   -6100	?	      50	?	 51.50 	 	ATM	-	-
F00451	NSO	1967-F12	C  MF       	D-13L SOZ-2	SOZ	1967 Nov 22	F00449	1967 Nov 22 1910	Earth	1967 Nov 22 1910	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1967 Nov 22	   -6100	?	      50	?	 51.50 	 	ATM	-	-
F00452	NSO	1967-F12	C  MF       	PAO	KTDU-53	1967 Nov 22	F00453	1967 Nov 22 1910	Earth	1967 Nov 22 1910	AL	-	MOM	SU	-	Soyuz PAO	KTDU-53	    2880 	?	   2000 	?	       0 	?	   4.0 	 	  2.0 	 	    4.0 	 	Cyl	1967 Nov 22	   -6100	?	      50	?	 51.50 	 	ATM	-	-
F00453	NSO	1967-F12	PP HF       	[Zond-4]	L-1 No. 5L	1967 Nov 22	F00449	1967 Nov 22 1910	Earth	1967 Nov 22 1912?	L	Kazakstan	TSKBEM	SU	TSKBEM	7K-L1	-	    2800 	?	   2800 	?	    5680 	?	   1.8 	 	  2.0 	 	    1.8 	 	Rounded Cone	1967 Nov 22	   -6100	?	      50	?	 51.50 	 	ATM	-	-
F00454	NSO	1968-F01	R3--F--*    	Molniya-M No. 57 Blok-I	11S510	1968 Feb  7	R17550	1968 Feb  7 1052	Earth	1968 Feb  7	S	-	RVSN	SU	PROG	Blok-I	-	    2000 	?	   2000 	?	    2470 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00455	NSO	1968-F01	C  MF       	BOZ	BOZ	1968 Feb  7	F00454	1968 Feb  7 1052	Earth	1968 Feb  7	AS	-	RVSN	SU	TSKBEM	BOZ	-	     470 	 	    370 	 	       0 	 	   0.9 	 	  2.5 	 	    2.5 	 	Irr	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00456	NSO	1968-F01	R4  F       	Blok-L No. Ya716-57	Blok-L	1968 Feb  7	F00455	1968 Feb  7 1052	Earth	1968 Feb  7	AS	-	RVSN	SU	NPOL	Blok-L	-	    5000 	?	    900 	?	     900 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00457	NSO	1968-F01	P   F       	[Luna]	E-6LS No. 112	1968 Feb  7	F00456	1968 Feb  7 1052	Earth	1968 Feb  7	AS	-	MOM	SU	TSKBEM	E-6 DU	KTDU-5A	    1390 	?	    600 	?	    1702 	?	   2.6 	 	  1.5 	 	    2.6 	 	Cyl + Cone	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00458	NSO	1968-F01	C   F       	Otdelyaemiy otsek No. 1	Otdelyaemiy otsek No. 1	1968 Feb  7	F00457	1968 Feb  7 1052	Earth	1968 Feb  7	AS	-	TSMASH	SU	TSKBEM	E-6 OO	-	     156 	?	    156 	?	       0 	?	   0.7 	 	  0.3 	 	    0.7 	 	Box	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00459	NSO	1968-F01	C   F       	Otdelyaemiy otsek No. 2	Otdelyaemiy otsek No. 2	1968 Feb  7	F00457	1968 Feb  7 1052	Earth	1968 Feb  7	AS	-	TSMASH	SU	TSKBEM	E-6 OO	-	     156 	?	    156 	?	       0 	?	   0.7 	 	  0.3 	 	    0.7 	 	Box	1968 Feb  7	    -250	?	     190	?	 51.80 	 	SO	-	-
F00460	NSO	1968-F02	R2--F--*    	Kosmos-2 (N22) Stage 2	S1M	1968 Mar  6	R17682	1968 Mar  6 1106	Earth	1968 Mar  6 1106	S	-	RVSN	SU	YUZH	S1	-	     840 	 	    840 	 	     840 	 	   8.0 	 	  1.6 	 	    8.0 	 	Cyl	1968 Mar  6	   -5500	?	     255	?	 48.40 	 	SO	-	-
F00461	NSO	1968-F02	P   F       	Kosmos	DS-U1-Ya No. 1	1968 Mar  6	F00460	1968 Mar  6 1106	Earth	1968 Mar  6 1106	AS	-	YUZH	SU	YUZH	DS-U1	-	     316 	 	    316 	 	     316 	 	   1.5 	 	  0.8 	 	    1.5 	 	Ell	1968 Mar  6	   -5500	?	     255	?	 48.40 	 	SO	-	-
F00462	NSO	1968-F03	R4  F       	Blok D No. 15L	11S824 No. 15L	1968 Apr 22	R17965	1968 Apr 22 2305	Earth	1968 Apr 22 2307?	S	-	RVSN	SU	TSKBEM	Blok D	-	   13360 	 	   1800 	 	    1920 	?	   5.8 	 	  4.1 	 	    5.8 	 	Cyl	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00463	NSO	1968-F03	C  MF       	D-15L SOZ-1	SOZ	1968 Apr 22	F00462	1968 Apr 22 2305	Earth	1968 Apr 22 2307?	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00464	NSO	1968-F03	C  MF       	D-15L SOZ-2	SOZ	1968 Apr 22	F00462	1968 Apr 22 2305	Earth	1968 Apr 22 2307?	AS	-	RVSN	SU	TSKBEM	SOZ	-	     120 	 	     60 	?	       0 	 	   1.1 	 	  0.5 	 	    1.1 	 	Cyl	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00465	NSO	1968-F03	C  MF       	PAO	KTDU-53	1968 Apr 22	F00466	1968 Apr 22 2305	Earth	1968 Apr 22 2307?	AL	-	MOM	SU	-	Soyuz PAO	KTDU-53	    2880 	?	   2000 	?	       0 	?	   4.0 	 	  2.0 	 	    4.0 	 	Cyl	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00466	NSO	1968-F03	PP HF       	[Zond-5]	L-1 No. 7L	1968 Apr 22	F00462	1968 Apr 22 2305	Earth	1968 Apr 22 2310?	L	-	TSKBEM	SU	TSKBEM	7K-L1	-	    2800 	?	   2800 	?	    7680 	?	   1.8 	 	  2.0 	 	    1.8 	 	Rounded Cone	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00467	NSO	1968-F03	C   F       	SOK	Support cone?	1968 Apr 22	F00466	1968 Apr 22 2305	Earth	1968 Apr 22 2307?	S	-	MOM	SU	-	SOK	-	     150 	 	    150 	 	       0 	 	   0.5 	 	  1.0 	 	    1.0 	 	Trunc Con	1968 Apr 22	   -5100	?	     120	?	 51.50 	 	SO	-	-
F00468	NSO	1968-F04	R2  F       	Agena D 6221	Agena D 6221	1968 May 18	L19753	1968 May 18 0825	Earth	1968 May 18 0825	S	-	GSFC	US	LMSC	Agena D	-	     600 	 	    600 	 	     600 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1968 May 18	   -6300	?	      20	?	100.00 	?	ATM	-	-
F00469	NSO	1968-F04	P --F-X     	Nimbus B	Nimbus B	1968 May 18	F00468	1968 May 18 0825	Earth	1968 May 18 0825	AS	-	GSFC	US	GEVF	Nimbus	-	     574 	 	    574 	 	     574 	 	   2.9 	 	  1.5 	 	    2.9 	 	Truss + 2 Pan	1968 May 18	   -6300	?	      20	?	100.00 	?	ATM	-	-
F00470	NSO	1968-F04	P   F       	EGRS 10	Secor II S/N 4 (ITT MAT)	1968 May 18	F00468	1968 May 18 0825	Earth	1968 May 18 0825	AS	-	ACE/ARTOPL	US	ITT	Secor	-	      21 	 	     21 	 	      21 	 	   0.2 	 	  0.2 	 	    0.2 	 	Box	1968 May 18	   -6300	?	      20	?	100.00 	?	ATM	-	STP S68-2:PNX
F00471	NSO	1968-F05	R2--F--*    	Kosmos-3M No. 23LM Stage 2	S3M	1968 Jun  4	R18201	1968 Jun  4 1852	Earth	1968 Jun  4	S	-	RVSN	SU	YUZH	S3	-	    1434 	 	   1434 	 	    1434 	 	   4.2 	 	  2.4 	 	    4.2 	 	Cyl	1968 Jun  4	   -2000	?	    1200	?	 74.10 	 	SO	-	-
F00472	NSO	1968-F05	P   F       	Kosmos	Sfera No. 12L	1968 Jun  4	F00471	1968 Jun  4 1852	Earth	1968 Jun  4	AS	-	OKB10	SU	OKB10	KAUR-1 11F621	-	     800 	 	    800 	 	     800 	 	   3.0 	 	  2.0 	 	   17.0 	 	Cyl + Ant	1968 Jun  4	   -2000	?	    1200	?	 74.10 	 	SO	-	-
F00473	NSO	1968-F06	R2--F--*    	Kosmos-3 No. 11LP Stage 2	S3	1968 Jun 15	R18255	1968 Jun 15 1230?	Earth	1968 Jun 15	S	-	RVSN	SU	YUZH	S3	-	    1434 	 	   1434 	 	    1434 	 	   4.2 	 	  2.4 	 	    4.2 	 	Cyl	1968 Jun 15	   -5000	?	     200	?	 56.10 	 	SO	-	-
F00474	NSO	1968-F06	P   F       	Kosmos	Strela-2 No. 4L	1968 Jun 15	F00473	1968 Jun 15 1230?	Earth	1968 Jun 15	AS	-	OKB10	SU	OKB10	Strela-2	-	     800 	 	    800 	 	     800 	 	   3.0 	 	  2.0 	 	   17.0 	 	Cyl + Ant	1968 Jun 15	   -5000	?	     200	?	 56.10 	 	SO	-	-
F00475	NSO	1968-F07	R2  F       	Burner II No. 14	Star 37B S/N 014	1968 Aug 16	R18522	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	S	-	SAMSO	US	THKE	Star 37	-	     774 	 	    116 	 	     337 	?	   0.8 	 	  0.7 	 	    0.8 	 	Box + Nozzle	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00476	NSO	1968-F07	P   F       	UVR	UVR	1968 Aug 16	F00475	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	SAMSO	US	UNKUS	UVR	-	      18 	 	     18 	 	      18 	 	   0.3 	?	  0.3 	?	    0.3 	?	Box	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00477	NSO	1968-F07	C   F       	EGRS Bus	EGRS Bus	1968 Aug 16	F00475	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	SAMSO	US	UNKUS	P68-1 Bus	-	      30 	?	     30 	?	       0 	?	   0.3 	?	  0.2 	?	    0.3 	?	Truss	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00478	NSO	1968-F07	P   F       	EGRS 11	Secor II S/N 13 (TR-30B)	1968 Aug 16	F00477	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	ACE/ARTOPL	US	ITT	Secor	-	      18 	 	     18 	 	      18 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00479	NSO	1968-F07	P   F       	EGRS 12	Secor II S/N 16 (ITT MAT)	1968 Aug 16	F00477	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	ACE/ARTOPL	US	ITT	Secor	-	      18 	 	     18 	 	      18 	 	   0.3 	 	  0.2 	 	    0.3 	 	Box	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00480	NSO	1968-F07	P   F       	OV5-8	ERS 19	1968 Aug 16	F00475	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	SAMSO	US	TRW	ORS	-	      12 	 	     12 	 	      12 	 	   0.3 	 	  0.3 	 	    0.3 	 	Oct Cyl	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	-
F00481	NSO	1968-F07	P F-F--     	Radcat	Radcat	1968 Aug 16	F00475	1968 Aug 16 2113?	Earth	1968 Aug 16 2130?	AS	-	SAFSC/ARPA	US	GDC?	Radcat	-	     179 	 	    179 	 	     179 	 	   7.5 	?	  2.9 	 	    7.5 	?	Cyl	1968 Aug 16	   -2000	?	     600	?	 91.30 	 	SO	-	STP P68-1:PN
